timestamp,open,high,low,close,volume
2023-08-21,26190.00000000,26258.42000000,25812.00000000,26126.92000000,30267.24233000
2023-08-22,26126.92000000,26139.42000000,25300.00000000,26056.00000000,34247.06688000
2023-08-23,26055.99000000,26819.27000000,25812.82000000,26432.72000000,44023.69978000
2023-08-24,26432.71000000,26577.87000000,25864.00000000,26180.05000000,30205.22116000
2023-08-25,26180.05000000,26314.05000000,25777.15000000,26060.01000000,27753.33772000
2023-08-26,26060.00000000,26125.77000000,25985.92000000,26017.37000000,10022.22322000
2023-08-27,26017.38000000,26182.23000000,25966.11000000,26101.77000000,12099.64216000
2023-08-28,26101.78000000,26253.99000000,25864.50000000,26120.00000000,22692.62655000
2023-08-29,26120.00000000,28142.85000000,25922.00000000,27716.34000000,74251.99488000
2023-08-30,27716.34000000,27768.57000000,27017.24000000,27299.99000000,35448.25848000
2023-08-31,27299.99000000,27587.51000000,25655.01000000,25940.78000000,51032.80401000
2023-09-01,25940.77000000,26156.00000000,25333.75000000,25805.05000000,41032.15056000
2023-09-02,25805.04000000,25987.50000000,25752.47000000,25869.51000000,16250.77698000
2023-09-03,25869.52000000,26135.00000000,25800.00000000,25971.21000000,17474.47667000
2023-09-04,25971.21000000,26108.02000000,25631.21000000,25826.02000000,21777.59609000
2023-09-05,25826.03000000,25915.49000000,25562.62000000,25792.10000000,21323.39337000
2023-09-06,25792.11000000,26040.00000000,25372.51000000,25759.95000000,27262.52386000
2023-09-07,25759.95000000,26443.14000000,25615.38000000,26255.00000000,27687.49567000
2023-09-08,26255.00000000,26445.50000000,25647.26000000,25910.50000000,28999.76471000
2023-09-09,25910.50000000,25945.09000000,25796.64000000,25901.61000000,10980.62277000
2023-09-10,25901.60000000,26033.66000000,25570.57000000,25841.61000000,18738.26914000
2023-09-11,25841.60000000,25900.69000000,24901.00000000,25162.52000000,41682.32000000
2023-09-12,25162.53000000,26567.00000000,25131.48000000,25840.10000000,56434.38537000
2023-09-13,25840.10000000,26405.22000000,25764.17000000,26222.00000000,31610.82753000
2023-09-14,26222.00000000,26860.49000000,26126.77000000,26522.73000000,38333.17250000
2023-09-15,26522.73000000,26888.00000000,26224.00000000,26600.00000000,26227.29369000
2023-09-16,26599.99000000,26777.00000000,26445.00000000,26559.67000000,13960.93351000
2023-09-17,26559.67000000,26623.25000000,26399.00000000,26527.51000000,12998.10277000
2023-09-18,26527.50000000,27409.00000000,26377.35000000,26762.51000000,43000.43256000
2023-09-19,26762.50000000,27483.57000000,26667.79000000,27210.26000000,36190.52187000
2023-09-20,27210.25000000,27388.63000000,26800.00000000,27125.00000000,34207.21867000
2023-09-21,27125.01000000,27159.60000000,26377.70000000,26568.08000000,34476.82662000
2023-09-22,26568.08000000,26743.38000000,26468.77000000,26580.14000000,18198.22920000
2023-09-23,26580.14000000,26632.81000000,26509.00000000,26575.96000000,9440.70260000
2023-09-24,26575.97000000,26738.54000000,26122.08000000,26248.38000000,15706.65771000
2023-09-25,26248.39000000,26446.15000000,25990.46000000,26304.81000000,26266.20390000
2023-09-26,26304.80000000,26397.46000000,26088.34000000,26221.67000000,18495.35066000
2023-09-27,26221.68000000,26850.00000000,26112.06000000,26372.99000000,34771.57978000
2023-09-28,26373.00000000,27308.48000000,26342.40000000,27021.39000000,44517.83491000
2023-09-29,27021.39000000,27244.89000000,26665.16000000,26906.96000000,28478.76219000
2023-09-30,26906.96000000,27094.99000000,26886.31000000,26962.56000000,12804.62307000
2023-10-01,26962.57000000,28065.51000000,26954.09000000,27992.57000000,24602.81468000
2023-10-02,27992.58000000,28580.00000000,27281.44000000,27494.51000000,57071.14241000
2023-10-03,27494.51000000,27676.52000000,27160.50000000,27426.46000000,28928.96555000
2023-10-04,27426.45000000,27839.72000000,27202.00000000,27778.57000000,29816.14200000
2023-10-05,27778.57000000,28120.39000000,27352.00000000,27410.39000000,30681.49619000
2023-10-06,27410.39000000,28295.00000000,27175.94000000,27931.09000000,37983.24277000
2023-10-07,27931.10000000,28029.67000000,27842.08000000,27956.67000000,13348.83825000
2023-10-08,27956.67000000,28095.14000000,27687.50000000,27917.05000000,19693.56921000
2023-10-09,27917.06000000,27987.93000000,27260.00000000,27590.12000000,31534.74639000
2023-10-10,27590.12000000,27735.00000000,27298.00000000,27390.12000000,22776.84383000
2023-10-11,27390.12000000,27477.39000000,26538.66000000,26875.52000000,37349.44706000
2023-10-12,26875.52000000,26947.04000000,26555.00000000,26759.63000000,23428.64112000
2023-10-13,26759.63000000,27130.00000000,26685.00000000,26862.00000000,24115.76499000
2023-10-14,26862.00000000,26989.58000000,26789.00000000,26852.48000000,10417.25576000
2023-10-15,26852.48000000,27293.33000000,26808.25000000,27154.15000000,15274.69170000
2023-10-16,27154.14000000,30000.00000000,27112.66000000,28500.78000000,78399.22445000
2023-10-17,28500.77000000,28613.65000000,28069.32000000,28395.91000000,38428.44532000
2023-10-18,28395.91000000,28982.36000000,28142.87000000,28320.00000000,32162.47591000
2023-10-19,28320.00000000,28916.89000000,28100.66000000,28713.71000000,35895.50179000
2023-10-20,28713.71000000,30207.55000000,28578.29000000,29669.04000000,59422.09920000
2023-10-21,29669.05000000,30379.99000000,29464.77000000,29909.80000000,27517.51897000
2023-10-22,29909.80000000,30248.00000000,29640.00000000,29992.46000000,22852.54563000
2023-10-23,29992.46000000,34741.91000000,29883.60000000,33069.99000000,93513.64246000
2023-10-24,33069.99000000,35280.00000000,32832.34000000,33922.73000000,115265.02418000
2023-10-25,33922.73000000,35132.85000000,33679.05000000,34496.05000000,54887.02529000
2023-10-26,34496.05000000,34824.13000000,33751.00000000,34151.66000000,39744.66255000
2023-10-27,34151.66000000,34245.00000000,33390.95000000,33892.02000000,32330.40106000
2023-10-28,33892.01000000,34493.33000000,33860.00000000,34081.00000000,16880.13144000
2023-10-29,34081.01000000,34750.11000000,33930.00000000,34525.89000000,20685.52176000
2023-10-30,34525.88000000,34856.00000000,34062.84000000,34474.73000000,33657.95976000
2023-10-31,34474.74000000,34720.49000000,34025.00000000,34639.77000000,32737.89822000
2023-11-01,34639.78000000,35582.00000000,34097.39000000,35421.43000000,53473.28165000
2023-11-02,35421.43000000,35984.99000000,34300.00000000,34941.59000000,48015.57732000
2023-11-03,34941.58000000,34946.50000000,34120.00000000,34716.78000000,39071.20644000
2023-11-04,34716.78000000,35255.00000000,34585.18000000,35062.07000000,18377.55545000
2023-11-05,35062.06000000,35380.00000000,34448.00000000,35011.88000000,24528.73376000
2023-11-06,35011.89000000,35276.33000000,34725.90000000,35046.09000000,22346.47086000
2023-11-07,35046.09000000,35888.00000000,34523.06000000,35399.12000000,38688.73692000
2023-11-08,35399.13000000,36106.00000000,35100.00000000,35624.72000000,33401.34137000
2023-11-09,35624.72000000,37972.24000000,35534.05000000,36701.09000000,82537.88885000
2023-11-10,36701.10000000,37526.00000000,36324.71000000,37301.63000000,43414.04898000
2023-11-11,37301.63000000,37408.26000000,36666.93000000,37130.00000000,22984.97235000
2023-11-12,37129.99000000,37222.22000000,36731.10000000,37064.13000000,17687.18874000
2023-11-13,37064.13000000,37417.99000000,36333.00000000,36462.93000000,32798.18252000
2023-11-14,36462.93000000,36744.00000000,34800.00000000,35551.19000000,45503.68416000
2023-11-15,35551.20000000,37980.00000000,35360.00000000,37858.20000000,53569.13385000
2023-11-16,37858.20000000,37929.54000000,35500.00000000,36163.51000000,47490.39566000
2023-11-17,36163.51000000,36800.00000000,35861.10000000,36613.92000000,38283.61112000
2023-11-18,36613.91000000,36845.49000000,36178.58000000,36568.10000000,17102.24186000
2023-11-19,36568.11000000,37500.00000000,36384.02000000,37359.86000000,21246.34648000
2023-11-20,37359.85000000,37750.00000000,36677.00000000,37448.78000000,36022.70291000
2023-11-21,37448.79000000,37649.44000000,35735.00000000,35741.65000000,47646.54804000
2023-11-22,35741.65000000,37861.10000000,35632.01000000,37408.34000000,45051.30697000
2023-11-23,37408.35000000,37653.44000000,36870.00000000,37294.28000000,23827.92882000
2023-11-24,37294.27000000,38414.00000000,37251.51000000,37713.57000000,44680.80646000
2023-11-25,37713.57000000,37888.00000000,37591.10000000,37780.67000000,11396.14464000
2023-11-26,37780.67000000,37814.63000000,37150.00000000,37447.43000000,21264.53723000
2023-11-27,37447.42000000,37569.23000000,36707.00000000,37242.70000000,30001.07376000
2023-11-28,37242.70000000,38377.00000000,36868.41000000,37818.87000000,37544.46667000
2023-11-29,37818.88000000,38450.00000000,37570.00000000,37854.64000000,32994.19107000
2023-11-30,37854.65000000,38145.85000000,37500.00000000,37723.96000000,24740.29147000
2023-12-01,37723.97000000,38999.00000000,37615.86000000,38682.52000000,43415.66324000
2023-12-02,38682.51000000,39717.14000000,38641.61000000,39450.35000000,26696.92161000
2023-12-03,39450.35000000,40250.00000000,39274.86000000,39972.26000000,26710.65335000
2023-12-04,39972.26000000,42420.00000000,39972.26000000,41991.10000000,79272.33059000
2023-12-05,41991.10000000,44488.00000000,41414.00000000,44073.32000000,67490.74644000
2023-12-06,44073.82000000,44297.21000000,43335.28000000,43762.69000000,51431.10492000
2023-12-07,43762.69000000,44047.33000000,42821.10000000,43273.14000000,47103.26845000
2023-12-08,43273.15000000,44700.00000000,43081.10000000,44170.99000000,42900.37556000
2023-12-09,44171.00000000,44358.02000000,43584.51000000,43713.60000000,24925.97008000
2023-12-10,43713.59000000,44049.00000000,43563.00000000,43789.51000000,18956.61758000
2023-12-11,43789.50000000,43804.50000000,40222.00000000,41253.40000000,76663.89804000
2023-12-12,41253.41000000,42104.12000000,40680.00000000,41492.39000000,42722.69773000
2023-12-13,41492.38000000,43475.20000000,40555.00000000,42869.03000000,45865.99773000
2023-12-14,42869.03000000,43420.00000000,41400.00000000,43022.26000000,42047.05709000
2023-12-15,43022.26000000,43080.81000000,41666.00000000,41940.30000000,33421.79320000
2023-12-16,41940.29000000,42724.43000000,41605.00000000,42278.03000000,24118.85747000
2023-12-17,42278.02000000,42424.07000000,41252.00000000,41374.65000000,27722.11452000
2023-12-18,41374.64000000,42757.81000000,40542.93000000,42657.80000000,46734.09250000
2023-12-19,42657.80000000,43497.00000000,41811.10000000,42275.99000000,40927.86444000
2023-12-20,42275.99000000,44283.00000000,42206.00000000,43668.93000000,48710.29470000
2023-12-21,43668.92000000,44242.35000000,43286.72000000,43861.80000000,34624.29384000
2023-12-22,43861.79000000,44398.26000000,43412.54000000,43969.04000000,32783.19638000
2023-12-23,43969.04000000,43988.68000000,43291.10000000,43702.16000000,16557.12930000
2023-12-24,43702.15000000,43946.00000000,42500.00000000,42991.50000000,25144.33496000
2023-12-25,42991.50000000,43802.32000000,42720.43000000,43576.13000000,27021.23992000
2023-12-26,43576.12000000,43592.68000000,41637.60000000,42508.93000000,41010.04282000
2023-12-27,42508.93000000,43677.00000000,42098.69000000,43428.85000000,36191.21136000
2023-12-28,43428.86000000,43787.57000000,42241.79000000,42563.76000000,35150.52485000
2023-12-29,42563.76000000,43111.00000000,41300.00000000,42066.95000000,42597.18912000
2023-12-30,42066.94000000,42612.32000000,41520.30000000,42140.28000000,22906.57818000
2023-12-31,42140.29000000,42899.00000000,41965.84000000,42283.58000000,23585.91603000
2024-01-01,42283.58000000,44184.10000000,42180.77000000,44179.55000000,27174.29903000
