timestamp,open,high,low,close,volume
2023-09-20,1643.13000000,1649.34000000,1604.51000000,1622.26000000,232844.23470000
2023-09-21,1622.27000000,1625.30000000,1567.77000000,1583.94000000,240627.54400000
2023-09-22,1583.94000000,1602.68000000,1576.58000000,1593.08000000,124886.09100000
2023-09-23,1593.07000000,1598.24000000,1587.45000000,1593.86000000,64537.13410000
2023-09-24,1593.85000000,1601.12000000,1570.01000000,1580.71000000,137517.85330000
2023-09-25,1580.71000000,1597.50000000,1563.01000000,1588.33000000,176706.92770000
2023-09-26,1588.34000000,1599.78000000,1580.05000000,1594.01000000,125583.01610000
2023-09-27,1594.02000000,1634.10000000,1583.50000000,1598.64000000,274404.43280000
2023-09-28,1598.63000000,1668.21000000,1598.14000000,1652.99000000,331409.70150000
2023-09-29,1653.00000000,1688.00000000,1648.37000000,1667.45000000,251975.67280000
2023-09-30,1667.45000000,1694.32000000,1666.19000000,1670.89000000,136924.91410000
2023-10-01,1670.89000000,1751.00000000,1668.00000000,1733.79000000,225611.58680000
2023-10-02,1733.80000000,1744.00000000,1636.79000000,1662.40000000,378575.68980000
2023-10-03,1662.41000000,1670.65000000,1643.00000000,1656.88000000,198287.11640000
2023-10-04,1656.88000000,1657.66000000,1625.00000000,1646.58000000,222861.71670000
2023-10-05,1646.58000000,1655.47000000,1606.73000000,1611.79000000,237378.74490000
2023-10-06,1611.79000000,1662.00000000,1611.68000000,1645.03000000,220507.92860000
2023-10-07,1645.03000000,1647.71000000,1630.03000000,1633.57000000,101241.57320000
2023-10-08,1633.56000000,1641.40000000,1616.17000000,1632.84000000,149424.66350000
2023-10-09,1632.85000000,1636.00000000,1546.00000000,1580.13000000,340141.09880000
2023-10-10,1580.13000000,1594.90000000,1550.55000000,1567.63000000,240659.32870000
2023-10-11,1567.62000000,1578.43000000,1544.26000000,1566.87000000,260253.96710000
2023-10-12,1566.86000000,1568.56000000,1521.00000000,1539.61000000,237221.49770000
2023-10-13,1539.61000000,1575.36000000,1537.76000000,1552.16000000,192205.87360000
2023-10-14,1552.16000000,1561.72000000,1544.55000000,1554.94000000,100314.67540000
2023-10-15,1554.94000000,1567.62000000,1547.44000000,1557.77000000,120311.27380000
2023-10-16,1557.78000000,1639.43000000,1555.06000000,1599.42000000,418510.86440000
2023-10-17,1599.41000000,1600.53000000,1551.08000000,1565.01000000,234817.06990000
2023-10-18,1565.01000000,1585.42000000,1555.88000000,1563.44000000,177750.22530000
2023-10-19,1563.45000000,1574.45000000,1541.61000000,1566.57000000,216217.66750000
2023-10-20,1566.57000000,1630.40000000,1561.19000000,1603.89000000,315995.79200000
2023-10-21,1603.88000000,1644.53000000,1592.36000000,1628.94000000,176419.40920000
2023-10-22,1628.94000000,1667.80000000,1621.10000000,1663.70000000,228650.92250000
2023-10-23,1663.69000000,1800.00000000,1657.07000000,1765.46000000,610931.96630000
2023-10-24,1765.47000000,1854.38000000,1756.21000000,1784.98000000,674055.13750000
2023-10-25,1784.98000000,1817.69000000,1760.00000000,1787.15000000,354410.82940000
2023-10-26,1787.15000000,1865.54000000,1762.21000000,1803.38000000,431169.04530000
2023-10-27,1803.39000000,1803.91000000,1744.66000000,1779.40000000,274532.69210000
2023-10-28,1779.41000000,1803.23000000,1770.00000000,1776.20000000,122919.73820000
2023-10-29,1776.21000000,1811.30000000,1762.66000000,1795.14000000,144110.65080000
2023-10-30,1795.14000000,1829.84000000,1777.77000000,1809.04000000,277686.19200000
2023-10-31,1809.03000000,1819.41000000,1780.99000000,1814.67000000,258074.57960000
2023-11-01,1814.67000000,1857.66000000,1783.19000000,1846.99000000,471921.61840000
2023-11-02,1846.99000000,1875.00000000,1785.01000000,1800.80000000,368738.21930000
2023-11-03,1800.79000000,1834.58000000,1777.11000000,1832.71000000,315000.26780000
2023-11-04,1832.70000000,1869.90000000,1824.03000000,1855.54000000,171538.03640000
2023-11-05,1855.54000000,1912.67000000,1846.11000000,1891.71000000,383106.76280000
2023-11-06,1891.71000000,1914.23000000,1868.48000000,1900.95000000,328746.23940000
2023-11-07,1900.95000000,1906.99000000,1850.32000000,1885.27000000,332419.44060000
2023-11-08,1885.26000000,1904.69000000,1872.51000000,1888.12000000,247881.09970000
2023-11-09,1888.11000000,2132.00000000,1882.07000000,2121.32000000,1100330.32370000
2023-11-10,2121.33000000,2136.99000000,2064.61000000,2077.72000000,555573.64950000
2023-11-11,2077.72000000,2089.60000000,2030.30000000,2053.17000000,370966.03720000
2023-11-12,2053.16000000,2066.50000000,2012.10000000,2044.68000000,281907.55900000
2023-11-13,2044.69000000,2118.00000000,2028.49000000,2053.65000000,529143.58150000
2023-11-14,2053.65000000,2064.96000000,1936.60000000,1979.39000000,481909.73300000
2023-11-15,1979.40000000,2062.40000000,1967.01000000,2058.48000000,421870.80320000
2023-11-16,2058.49000000,2090.40000000,1939.10000000,1961.77000000,545286.12970000
2023-11-17,1961.77000000,1991.50000000,1904.00000000,1960.82000000,401100.50690000
2023-11-18,1960.82000000,1971.22000000,1916.00000000,1962.60000000,279368.22080000
2023-11-19,1962.59000000,2015.75000000,1942.89000000,2011.47000000,251132.61920000
2023-11-20,2011.47000000,2066.40000000,1990.00000000,2021.40000000,421717.67900000
2023-11-21,2021.41000000,2034.60000000,1931.43000000,1933.01000000,490163.98630000
2023-11-22,1933.01000000,2092.46000000,1928.41000000,2063.21000000,466120.51090000
2023-11-23,2063.22000000,2088.94000000,2040.35000000,2062.20000000,250960.69580000
2023-11-24,2062.21000000,2133.02000000,2059.37000000,2080.84000000,426932.54020000
2023-11-25,2080.84000000,2090.54000000,2065.30000000,2083.09000000,138847.39300000
2023-11-26,2083.10000000,2094.99000000,2036.42000000,2062.33000000,241262.91360000
2023-11-27,2062.34000000,2071.24000000,1985.78000000,2027.50000000,326073.22980000
2023-11-28,2027.50000000,2075.00000000,1995.15000000,2048.14000000,283775.92790000
2023-11-29,2048.14000000,2075.70000000,2019.31000000,2028.81000000,254843.73190000
2023-11-30,2028.80000000,2054.75000000,2020.85000000,2051.96000000,243680.09210000
2023-12-01,2051.95000000,2110.87000000,2045.04000000,2087.24000000,372645.58600000
2023-12-02,2087.24000000,2186.60000000,2086.25000000,2164.74000000,320979.97680000
2023-12-03,2164.75000000,2217.27000000,2149.00000000,2192.95000000,257879.11360000
2023-12-04,2192.96000000,2274.28000000,2191.00000000,2243.37000000,565307.71340000
2023-12-05,2243.36000000,2309.72000000,2188.33000000,2293.33000000,529829.72140000
2023-12-06,2293.33000000,2312.23000000,2220.00000000,2232.70000000,408338.90560000
2023-12-07,2232.70000000,2382.80000000,2222.00000000,2355.73000000,485190.06090000
2023-12-08,2355.74000000,2392.00000000,2336.34000000,2358.72000000,378569.81260000
2023-12-09,2358.71000000,2403.00000000,2328.01000000,2340.49000000,287771.06640000
2023-12-10,2340.48000000,2377.47000000,2320.00000000,2352.39000000,200037.21020000
2023-12-11,2352.39000000,2355.00000000,2156.62000000,2225.12000000,640414.91660000
2023-12-12,2225.11000000,2244.12000000,2166.00000000,2203.46000000,361588.90870000
2023-12-13,2203.47000000,2284.02000000,2144.32000000,2260.16000000,418916.61540000
2023-12-14,2260.16000000,2332.11000000,2228.20000000,2315.32000000,409508.09310000
2023-12-15,2315.32000000,2317.81000000,2200.00000000,2220.50000000,333552.63280000
2023-12-16,2220.51000000,2263.40000000,2210.00000000,2228.96000000,199285.92300000
2023-12-17,2228.96000000,2248.68000000,2191.50000000,2196.52000000,225925.76750000
2023-12-18,2196.53000000,2224.00000000,2116.60000000,2219.43000000,364103.11810000
2023-12-19,2219.44000000,2255.00000000,2135.55000000,2177.91000000,383551.40490000
2023-12-20,2177.90000000,2266.00000000,2156.00000000,2202.17000000,416841.62720000
2023-12-21,2202.17000000,2279.31000000,2182.98000000,2239.61000000,453069.72520000
2023-12-22,2239.60000000,2343.15000000,2230.59000000,2324.54000000,591357.48800000
2023-12-23,2324.54000000,2330.65000000,2265.00000000,2308.20000000,255626.93520000
2023-12-24,2308.20000000,2326.19000000,2245.00000000,2264.05000000,307951.07600000
2023-12-25,2264.04000000,2304.80000000,2253.10000000,2271.35000000,286277.16160000
2023-12-26,2271.36000000,2274.99000000,2178.45000000,2230.88000000,410413.15910000
2023-12-27,2230.88000000,2392.44000000,2211.88000000,2378.35000000,541537.35740000
2023-12-28,2378.35000000,2445.80000000,2335.00000000,2344.15000000,580459.98200000
2023-12-29,2344.15000000,2385.41000000,2255.34000000,2299.20000000,450201.20690000
2023-12-30,2299.20000000,2322.84000000,2268.00000000,2291.68000000,210539.13270000
2023-12-31,2291.68000000,2321.34000000,2258.88000000,2281.87000000,222175.87790000
2024-01-01,2281.87000000,2352.37000000,2265.24000000,2352.04000000,216702.69140000
